Classification,Name,Longitude,Latitude
0,20141012_180451_0907,-117.8561593,33.70267584
0,20141012_180451_0907,-117.8561862,33.70538134
0,20141013_235145_080b,-118.3558242,33.93374012
0,20141013_235145_080b,-118.3573805,33.94795344
0,20141013_235145_080b,-118.357816,33.9549286
0,20141013_235145_080b,-118.3801009,33.92762668
0,20141013_235145_080b,-118.3817149,33.96323872
0,20141013_235145_080b,-118.3818062,33.93474983
0,20141013_235145_080b,-118.3865907,33.92755377
0,20141013_235145_080b,-118.3945685,33.935147
0,20141013_235145_080b,-118.3994932,33.94055602
0,20141013_235145_080b,-118.4004119,33.97879975
0,20141013_235145_080b,-118.4032323,33.94687113
0,20141013_235145_080b,-118.4033921,33.96253351
0,20141013_235145_080b,-118.4095923,33.9467173
0,20141013_235145_080b,-118.4106435,33.94156501
0,20141013_235145_080b,-118.4107127,33.93985982
0,20141013_235145_080b,-118.4110549,33.94486087
0,20141013_235145_080b,-118.4110621,33.94529365
0,20141013_235145_080b,-118.411335,33.94412721
0,20141013_235145_080b,-118.4169928,33.9447115
0,20141013_235145_080b,-118.4201051,33.94056345
0,20141115_180859_090b,-118.3449149,33.91492179
0,20141115_180859_090b,-118.3615819,33.89374452
0,20141115_180859_090b,-118.3650744,33.89914378
0,20141115_180859_090b,-118.3878547,33.85736091
0,20141115_180859_090b,-118.3889506,33.92498409
0,20141115_180859_090b,-118.4045531,33.88693138
0,20141115_180859_090b,-118.4124928,33.89038469
0,20141115_180859_090b,-118.4137644,33.88487812
0,20141115_180859_090b,-118.4243277,33.90564216
0,20141115_180900_090b,-118.3414309,33.99071143
0,20141115_180900_090b,-118.3746305,33.94064679
0,20141115_180900_090b,-118.3801639,33.9234867
0,20141115_180900_090b,-118.3962882,33.95896204
0,20141115_180900_090b,-118.4063568,33.92565223
0,20141115_180900_090b,-118.4173135,33.96992196
0,20141115_180900_090b,-118.4188673,33.96963352
0,20141115_180900_090b,-118.4271432,33.97521909
0,20141115_180900_090b,-118.4333641,33.95891455
0,20141115_180900_090b,-118.4337273,33.98055327
0,20141115_182318_0908,-122.1702661,37.74052158
0,20141115_182318_0908,-122.1970277,37.78156306
0,20141115_182318_0908,-122.197129,37.74384417
0,20141115_182318_0908,-122.2001554,37.77901562
0,20141115_182318_0908,-122.2044272,37.74278505
0,20141115_182318_0908,-122.2160471,37.74840595
0,20141115_182318_0908,-122.264508,37.74114733
0,20141127_181210_090c,-118.2865312,33.85405032
0,20141127_181210_090c,-118.3127575,33.85144708
0,20141127_181210_090c,-118.3131716,33.87849731
0,20141127_181210_090c,-118.3260068,33.88206631
0,20141127_181210_090c,-118.3297195,33.89347034
0,20141127_181210_090c,-118.3386097,33.8457581
0,20141127_181210_090c,-118.3420242,33.85675925
0,20141127_181210_090c,-118.3547762,33.84287603
0,20141127_181210_090c,-118.3585319,33.87530007
0,20141127_181210_090c,-118.3648456,33.86440853
0,20141127_181210_090c,-118.3819741,33.92103153
0,20141127_181210_090c,-118.3830382,33.87037409
0,20141223_181025_0907,-117.852551,33.62899735
0,20141223_181025_0907,-117.8552624,33.68076592
0,20141223_181025_0907,-117.8557584,33.64588593
0,20141223_181025_0907,-117.8691632,33.62771825
0,20141223_181025_0907,-117.8716056,33.61330662
0,20141223_181025_0907,-117.8812515,33.60782683
0,20141223_181025_0907,-117.8988332,33.61627745
0,20141223_181025_0907,-117.901018,33.64285867
0,20141223_181025_0907,-117.9041961,33.63742406
0,20141223_181025_0907,-117.9085718,33.63825781
0,20141223_181025_0907,-117.9363068,33.61553948
0,20141223_181025_0907,-117.9365996,33.64259425
0,20141223_181026_0907,-117.8505672,33.73634612
0,20141223_181026_0907,-117.8598234,33.69028538
0,20141223_181026_0907,-117.863087,33.69296832
0,20141223_181026_0907,-117.88616,33.73339014
0,20141223_181026_0907,-117.8962684,33.77119638
0,20141223_181026_0907,-117.899056,33.72788558
0,20141223_181026_0907,-117.908413,33.72776299
0,20141223_181026_0907,-117.9084562,33.69805441
0,20141223_181026_0907,-117.9090551,33.75486896
0,20141223_181026_0907,-117.9153029,33.73317755
0,20141223_181026_0907,-117.9183105,33.71150991
0,20141223_181026_0907,-117.9251363,33.69893172
0,20141223_181026_0907,-117.9312595,33.71141295
0,20141223_181026_0907,-117.9544027,33.74021382
0,20141223_181026_0907,-117.9588379,33.71385349
0,20141223_181026_0907,-117.9665779,33.70827362
0,20150122_180730_090b,-118.3081043,33.84400239
0,20150122_180730_090b,-118.3210716,33.8438641
0,20150122_180730_090b,-118.3275552,33.84379445
0,20150122_180730_090b,-118.3308809,33.84916951
0,20150122_180730_090b,-118.3423826,33.86722545
0,20150122_180730_090b,-118.3495383,33.87472254
0,20150122_180730_090b,-118.3534893,33.84351242
0,20150122_180730_090b,-118.3569449,33.85700169
0,20150122_180730_090b,-118.3605734,33.88131067
0,20150122_180730_090b,-118.3626994,33.81094545
0,20150122_180730_090b,-118.3769196,33.88924535
0,20150122_180730_090b,-118.3792493,33.8324051
0,20150122_180730_090b,-118.3889731,33.83229593
0,20150122_180730_090b,-118.3891044,33.84041078
0,20150122_180730_090b,-118.3900689,33.89991935
0,20150122_180730_090b,-118.3958956,33.85927212
0,20150122_180730_090b,-118.396336,33.88632138
0,20150122_180730_090b,-118.3964242,33.89173122
0,20150122_180730_090b,-118.3981795,33.86211398
0,20150122_180730_090b,-118.4092203,33.88076384
0,20150122_180730_090b,-118.4217787,33.85957142
0,20150122_180730_090b,-118.4270274,33.83978824
0,20150122_180731_090b,-118.3123048,33.98063681
0,20150122_180731_090b,-118.3346532,33.95604769
0,20150122_180731_090b,-118.3510116,33.96398544
0,20150122_180731_090b,-118.3577191,33.97743862
0,20150122_180731_090b,-118.373301,33.93668468
0,20150122_180731_090b,-118.3734313,33.94479945
0,20150122_180731_090b,-118.3795297,33.92038258
0,20150122_180731_090b,-118.3860628,33.92301463
0,20150122_180731_090b,-118.3913879,33.929177
0,20150122_180731_090b,-118.395841,33.92560957
0,20150122_180731_090b,-118.3977317,33.95193869
0,20150122_180731_090b,-118.4103826,34.02013208
0,20150122_180731_090b,-118.4200826,34.01731508
0,20150122_180731_090b,-118.4225112,33.9408062
0,20150122_180731_090b,-118.4321692,34.00962697
0,20150122_180731_090b,-118.436776,33.93590612
0,20150122_180731_090b,-118.44561,33.98996413
0,20150127_181622_0907,-119.0495686,34.1126844
0,20150127_181622_0907,-119.0641369,34.10594841
0,20150127_181622_0907,-119.0742896,34.08624743
0,20150127_181622_0907,-119.103588,34.09832715
0,20150127_181622_0907,-119.1052012,34.10963323
0,20150127_181622_0907,-119.1115488,34.08109524
0,20150129_182544_0908,-121.448369,38.69606587
0,20150129_182544_0908,-121.4582053,38.74720767
0,20150129_182544_0908,-121.4876038,38.75107909
0,20150129_182544_0908,-121.5298279,38.64645755
0,20150129_182544_0908,-121.540898,38.72264169
0,20150129_182544_0908,-121.5679727,38.73719611
0,20150201_181701_0906,-118.1530822,33.80025913
0,20150201_181701_0906,-118.1623366,33.76803026
0,20150201_181701_0906,-118.1718919,33.79172172
0,20150201_181701_0906,-118.1951313,33.79444782
0,20150201_181701_0906,-118.197311,33.77178128
0,20150201_181701_0906,-118.1975743,33.84650555
0,20150201_181701_0906,-118.2308495,33.79950766
0,20150201_181701_0906,-118.2862162,33.81788125
0,20150201_181701_0906,-118.2921291,33.77996949
0,20150203_181540_0907,-117.9021095,33.61103157
0,20150203_181540_0907,-117.9249,33.67385186
0,20150203_181540_0907,-117.9267482,33.66815608
0,20150203_181540_0907,-117.9319486,33.63126547
0,20150203_181540_0907,-117.9402275,33.69061961
0,20150203_181540_0907,-117.9894732,33.59580695
0,20150203_181540_0907,-117.9995858,33.60638608
0,20150215_181516_0906,-117.5778656,34.06068266
0,20150215_181516_0906,-117.6451823,34.00810267
0,20150215_181516_0906,-117.6493037,34.05442786
0,20150215_181516_0906,-117.6504954,34.01040151
0,20150215_181516_0906,-117.6614656,34.05503941
0,20150215_181518_0906,-117.576355,34.13520147
0,20150215_181518_0906,-117.5824467,34.06980594
0,20150215_181518_0906,-117.5984724,34.157173
0,20150215_181518_0906,-117.5986324,34.12448907
0,20150215_181518_0906,-117.621803,34.12104609
0,20150215_181518_0906,-117.6509333,34.08899654
0,20150215_181518_0906,-117.6922758,34.08633554
0,20150318_183154_0905,-121.8208605,37.35455929
0,20150318_183154_0905,-121.8308111,37.36817815
0,20150318_183154_0905,-121.8331847,37.37461009
0,20150318_183154_0905,-121.8346166,37.34117553
0,20150318_183154_0905,-121.8531379,37.34143767
0,20150318_183154_0905,-121.8689652,37.30906046
0,20150318_183154_0905,-121.8846898,37.39033069
0,20150318_183154_0905,-121.8958063,37.32553827
0,20150318_183154_0905,-121.9058891,37.38206517
0,20150318_183154_0905,-121.9273418,37.30327655
0,20150318_183154_0905,-121.9284607,37.36750785
0,20150318_183154_0905,-121.9333534,37.30425027
0,20150318_183154_0905,-121.9451946,37.31441553
0,20150318_183154_0905,-121.9529111,37.35850607
0,20150318_183155_0905,-121.840247,37.43741228
0,20150318_183155_0905,-121.8488631,37.43500885
0,20150318_183155_0905,-121.8764515,37.44273736
0,20150318_183155_0905,-121.8813598,37.46611931
0,20150318_183155_0905,-121.9043998,37.46106242
0,20150318_183155_0905,-121.9300143,37.45364484
0,20150318_183155_0905,-121.9553805,37.37586081
0,20150404_181853_090b,-117.8352718,33.67178443
0,20150404_181853_090b,-117.837927,33.67195586
0,20150404_181853_090b,-117.8421983,33.65864179
0,20150404_181853_090b,-117.8448487,33.71790557
0,20150404_181853_090b,-117.8522125,33.70949441
0,20150404_181853_090b,-117.8614229,33.73378164
0,20150404_181853_090b,-117.8898953,33.69053241
0,20150404_181853_090b,-117.9093712,33.69580196
0,20150404_181853_090b,-117.922752,33.73628772
0,20150404_181853_090b,-117.9251778,33.66051075
0,20150404_181853_090b,-117.9448265,33.68200755
0,20150404_181853_090b,-117.9465413,33.65242135
0,20150408_182301_0905,-118.272506,33.92283371
0,20150408_182301_0905,-118.2753034,33.96243957
0,20150408_182301_0905,-118.2821189,33.91461763
0,20150408_182301_0905,-118.3174142,33.99186377
0,20150408_182301_0905,-118.3285502,33.97905564
0,20150408_182301_0905,-118.3293375,33.90021102
0,20150408_182301_0905,-118.3359701,33.94475181
0,20150408_182301_0905,-118.337635,33.92252218
0,20150408_182301_0905,-118.3499969,33.89765964
0,20150408_182301_0905,-118.350979,33.95987357
0,20150408_182301_0905,-118.3736585,33.95691712
0,20150408_182301_0905,-118.373963,33.97585149
0,20150408_182301_0905,-118.3826093,33.90811957
0,20150410_183139_0909,-122.1156089,37.69829454
0,20150410_183139_0909,-122.1314013,37.6718052
0,20150410_183139_0909,-122.1406748,37.64640194
0,20150410_183139_0909,-122.1407621,37.69488429
0,20150410_183139_0909,-122.1530395,37.69248549
0,20150410_183139_0909,-122.1536006,37.70598215
0,20150410_183139_0909,-122.1602847,37.71684566
0,20150410_183139_0909,-122.18408,37.71971668
0,20150410_183139_0909,-122.1976973,37.68801182
0,20150410_183140_0909,-122.1678424,37.74107232
0,20150410_183140_0909,-122.1708315,37.76918702
0,20150410_183140_0909,-122.1984846,37.74128467
0,20150410_183140_0909,-122.2083368,37.77531244
0,20150410_183140_0909,-122.2167145,37.75938831
0,20150410_183140_0909,-122.2319114,37.75540541
0,20150410_183140_0909,-122.2357224,37.76235222
0,20150411_004131_0824,-118.3678603,33.91918711
0,20150411_004131_0824,-118.3817105,33.89062558
0,20150411_004131_0824,-118.3821908,33.92037979
0,20150411_004131_0824,-118.3887412,33.93407661
0,20150411_004131_0824,-118.3891426,33.89481656
0,20150411_004131_0824,-118.396251,33.90498971
0,20150411_004131_0824,-118.4011271,33.88770085
0,20150411_004131_0824,-118.401614,33.91745483
0,20150411_004131_0824,-118.403847,33.93290428
0,20150411_004131_0824,-118.4048854,33.93289244
0,20150411_004131_0824,-118.4123933,33.94728037
0,20150411_004131_0824,-118.4140646,33.92467117
0,20150411_004132_0824,-118.313065,33.95192417
0,20150411_004132_0824,-118.3219137,33.96151486
0,20150411_004132_0824,-118.3266114,33.93156937
0,20150411_004132_0824,-118.3448014,33.99024177
0,20150411_004132_0824,-118.3464227,33.95299765
0,20150411_004132_0824,-118.3530429,33.96104128
0,20150411_004132_0824,-118.3665938,33.97192958
0,20150411_004132_0824,-118.3852774,33.95467668
0,20150412_001439_0817,-118.1352399,33.79152333
0,20150412_001439_0817,-118.1551496,33.79493691
0,20150412_001439_0817,-118.1560146,33.76043289
0,20150412_001439_0817,-118.1711407,33.81031596
0,20150412_001439_0817,-118.1781299,33.81419948
0,20150412_001439_0817,-118.1805761,33.79642774
0,20150412_001439_0817,-118.190173,33.78037281
0,20150412_001439_0817,-118.1902478,33.78578318
0,20150412_001440_0817,-118.0891177,33.8444001
0,20150412_001440_0817,-118.0941716,33.83897129
0,20150412_001440_0817,-118.125358,33.81144565
0,20150412_001440_0817,-118.1339894,33.81710236
0,20150412_001440_0817,-118.1408123,33.85002002
0,20150412_001440_0817,-118.1557878,33.82793861
0,20150412_001740_1_0823,-118.4450853,33.9839103
0,20150412_001740_1_0823,-118.4532546,33.96587754
0,20150412_001740_1_0823,-118.4693694,34.0042103
0,20150412_001740_1_0823,-118.4775384,33.99385921
0,20150412_001740_1_0823,-118.4821099,34.01395894
0,20150412_001740_1_0823,-118.4822717,34.00083613
0,20150414_233833_0815,-121.9142612,37.3348758
0,20150414_233833_0815,-121.9207844,37.34759042
0,20150414_233833_0815,-121.9297512,37.33866741
0,20150414_233833_0815,-121.9305498,37.32772323
0,20150414_233833_0815,-121.9517128,37.33505135
0,20150416_183407_0905,-121.7999455,37.42568028
0,20150416_183407_0905,-121.8380145,37.45239744
0,20150416_183407_0905,-121.8526102,37.42723076
0,20150416_183407_0905,-121.8896486,37.38039954
0,20150416_183407_0905,-121.8986285,37.39889788
0,20150416_183407_0905,-121.9084813,37.42062135
0,20150416_183407_0905,-121.910871,37.44522277
0,20150416_183407_0905,-121.9120276,37.409838
0,20150416_183407_0905,-121.9254306,37.42077664
0,20150426_182208_090b,-118.4194586,33.89376754
0,20150426_182208_090b,-118.4213422,33.91733691
0,20150426_182208_090b,-118.4806086,33.85982556
0,20150426_182208_090b,-118.4833286,33.92891524
0,20150426_182208_090b,-118.505036,33.92310581
0,20150426_182208_090b,-118.5495101,33.88446293
0,20150426_182210_090b,-118.4425867,33.96865433
0,20150426_182210_090b,-118.4487265,33.99179416
0,20150426_182210_090b,-118.4587918,34.01061262
0,20150426_182210_090b,-118.4759535,34.02615286
0,20150426_182210_090b,-118.484728,34.00759688
0,20150426_182210_090b,-118.4869984,33.99807374
0,20150426_182210_090b,-118.4948032,34.02641208
0,20150426_182210_090b,-118.4977191,34.00743936
0,20150426_182210_090b,-118.5207909,34.02609338
0,20150426_182210_090b,-118.537789,33.95968299
0,20150426_182210_090b,-118.5592997,34.02644965
0,20150427_183443_0815,-121.5957758,38.73099133
0,20150427_183443_0815,-121.6204836,38.6880857
0,20150427_183443_0815,-121.6211627,38.71558702
0,20150427_183443_0815,-121.6292537,38.70567969
0,20150427_183443_0815,-121.6574099,38.69995085
0,20150502_155756_0822,-117.5729412,34.03903383
0,20150502_155756_0822,-117.5769392,34.01509752
0,20150502_155756_0822,-117.6142268,34.04048492
0,20150502_155756_0822,-117.6300374,34.01177964
0,20150502_155756_0822,-117.6354699,34.02576672
0,20150502_155757_0822,-117.5271901,34.06675456
0,20150502_155757_0822,-117.5507264,34.06151071
0,20150502_155757_0822,-117.5592388,34.09044919
0,20150502_155757_0822,-117.5673593,34.08903211
0,20150502_155757_0822,-117.5759134,34.06523722
0,20150502_155757_0822,-117.5770526,34.07981502
0,20150503_183603_090c,-122.4058621,37.62424041
0,20150503_183603_090c,-122.4162297,37.60266006
0,20150503_183603_090c,-122.4221836,37.60625867
0,20150503_183603_090c,-122.4660659,37.56295751
0,20150503_183603_090c,-122.487563,37.58352234
0,20150503_183603_090c,-122.491747,37.61780045
0,20150503_183603_090c,-122.5226466,37.57001403
0,20150511_183643_0908,-122.3239673,37.5638788
0,20150511_183643_0908,-122.334037,37.57745613
0,20150511_183643_0908,-122.3351846,37.60123087
0,20150511_183643_0908,-122.3385592,37.54633119
0,20150511_183643_0908,-122.3651313,37.53257829
0,20150511_183643_0908,-122.3781576,37.58310484
0,20150511_183643_0908,-122.3783599,37.55876967
0,20150511_183643_0908,-122.381667,37.56960316
0,20150511_183643_0908,-122.3817341,37.56149142
0,20150511_183643_0908,-122.3999538,37.59798161
0,20150511_183643_0908,-122.4515396,37.5334709
0,20150511_183645_0908,-122.3408262,37.65512609
0,20150511_183645_0908,-122.3984773,37.65470409
0,20150511_183645_0908,-122.4387301,37.64770985
0,20150511_183645_0908,-122.4459765,37.62900535
0,20150511_183645_0908,-122.4462661,37.66786319
0,20150511_183645_0908,-122.4759531,37.62562709
0,20150526_183853_0908,-121.9538388,37.36000151
0,20150526_183853_0908,-121.9679882,37.40528324
0,20150526_183853_0908,-121.980607,37.38457165
0,20150526_183853_0908,-121.9941603,37.38468771
0,20150526_183853_0908,-122.0085319,37.32261573
0,20150526_183853_0908,-122.0211552,37.36222725
0,20150526_183853_0908,-122.0255644,37.31464499
0,20150526_183853_0908,-122.0315113,37.34457384
0,20150526_183853_0908,-122.0398688,37.39572164
0,20150526_183853_0908,-122.0552864,37.37437564
0,20150603_183830_090b,-121.8231928,37.36572305
0,20150603_183830_090b,-121.8414412,37.35768302
0,20150603_183830_090b,-121.8821196,37.39909446
0,20150603_183830_090b,-121.8821503,37.31481018
0,20150603_183830_090b,-121.8995996,37.36724283
0,20150603_183830_090b,-121.902672,37.38890358
0,20150603_183830_090b,-121.9133375,37.34727887
0,20150603_183830_090b,-121.9195753,37.39176326
0,20150603_183830_090b,-121.9196529,37.38635592
0,20150603_183830_090b,-121.9478543,37.30819282
0,20150605_183648_0906,-121.579063,38.71748887
0,20150605_183648_0906,-121.5958049,38.71363613
0,20150605_183648_0906,-121.6240606,38.65979637
0,20150605_183648_0906,-121.6276027,38.68916973
0,20150605_183648_0906,-121.6771086,38.66622075
0,20150608_182654_090c,-118.2684941,34.02205644
0,20150608_182654_090c,-118.2761028,34.031122
0,20150608_182654_090c,-118.2942776,34.0082607
0,20150608_182654_090c,-118.3209746,34.05396851
0,20150608_182654_090c,-118.3302689,33.98931762
0,20150608_182654_090c,-118.3332118,34.00513941
0,20150608_182654_090c,-118.3391558,33.9699046
0,20150608_182654_090c,-118.3461607,34.00229297
0,20150608_182654_090c,-118.356162,34.01841541
0,20150608_182654_090c,-118.3654811,33.98154608
0,20150608_182654_090c,-118.378988,34.02357229
0,20150608_182654_090c,-118.3819042,33.99099388
0,20150608_182654_090c,-118.385573,34.028909
0,20150608_182654_090c,-118.3914525,33.99096741
0,20150608_182654_090c,-118.3975929,33.96925475
0,20150608_182654_090c,-118.4016832,34.0206103
0,20150608_182654_090c,-118.4032387,34.04207309
0,20150608_182654_090c,-118.4082246,34.02324092
0,20150609_184104_090c,-122.4119298,37.56602623
0,20150609_184104_090c,-122.4195941,37.59832319
0,20150609_184104_090c,-122.4663635,37.57361276
0,20150609_184104_090c,-122.5243711,37.59798074
0,20150609_184104_090c,-122.5329615,37.51759659
0,20150609_184105_090c,-122.4681873,37.70868606
0,20150609_184105_090c,-122.480618,37.70268456
0,20150609_184105_090c,-122.4984964,37.6049041
0,20150609_184105_090c,-122.5425876,37.64780674
0,20150609_184105_090c,-122.5724438,37.68969557
0,20150609_184105_090c,-122.5867492,37.65032219
0,20150616_214012_0823,-119.0718643,34.08544983
0,20150616_214012_0823,-119.0933595,34.09360597
0,20150616_214012_0823,-119.0954987,34.08410213
0,20150616_214012_0823,-119.1029725,34.089222
0,20150616_214012_0823,-119.1204138,34.10155418
0,20150616_214012_1_0823,-119.0287829,34.12474224
0,20150616_214012_1_0823,-119.0456114,34.13471482
0,20150616_214012_1_0823,-119.0468112,34.09947598
0,20150616_214012_1_0823,-119.0568479,34.09365487
0,20150616_214012_1_0823,-119.0672615,34.1327832
0,20150618_184038_090b,-122.18278,37.60551966
0,20150618_184038_090b,-122.2517184,37.64504947
0,20150618_184038_090b,-122.2749557,37.63686632
0,20150618_184038_090b,-122.2856571,37.57030508
0,20150618_184038_090b,-122.3119682,37.64225259
0,20150618_184040_090b,-122.2433233,37.72165306
0,20150618_184040_090b,-122.2446624,37.75067484
0,20150618_184040_090b,-122.253081,37.69911031
0,20150618_184040_090b,-122.2638261,37.74811921
0,20150618_184040_090b,-122.2783836,37.70075505
0,20150625_184111_0908,-122.1454329,37.70892459
0,20150625_184111_0908,-122.1456812,37.68729493
0,20150625_184111_0908,-122.1521823,37.68409712
0,20150625_184111_0908,-122.1557038,37.70359073
0,20150625_184111_0908,-122.1716912,37.65533055
0,20150625_184111_0908,-122.1785283,37.7015077
0,20150625_184111_0908,-122.1874339,37.65257384
0,20150625_184111_0908,-122.2182225,37.71640588
0,20150625_184111_0908,-122.2316436,37.68904907
0,20150625_184112_0908,-122.2189527,37.73114716
0,20150625_184112_0908,-122.2574555,37.81648825
0,20150625_184112_0908,-122.2642988,37.81382729
0,20150625_184112_0908,-122.2668595,37.7236675
0,20150625_184112_0908,-122.2754342,37.71706882
0,20150625_184112_0908,-122.2982825,37.7522501
0,20150625_184112_0908,-122.2989526,37.76063627
0,20150715_182836_090c,-117.8305367,33.58645062
0,20150715_182836_090c,-117.8438455,33.59531658
0,20150715_182836_090c,-117.8479786,33.63438612
0,20150715_182836_090c,-117.8696,33.61323957
0,20150715_182836_090c,-117.8727791,33.60780573
0,20150715_182836_090c,-117.9077529,33.60644468
0,20150715_182836_090c,-117.9265016,33.59680863
0,20150715_182836_090c,-117.9482251,33.64074694
0,20150715_182837_090c,-117.8641171,33.74087874
0,20150715_182837_090c,-117.8955104,33.70139574
0,20150715_182837_090c,-117.8991411,33.69877192
0,20150715_182837_090c,-117.9085668,33.67164613
0,20150715_182837_090c,-117.9223483,33.7500084
0,20150715_182837_090c,-117.9375712,33.66060677
0,20150715_182837_090c,-117.943357,33.64819776
0,20150715_182837_090c,-117.9459793,33.7340286
0,20150715_182837_090c,-117.9478116,33.70923075
0,20150715_182837_090c,-117.94799,33.72546332
0,20150715_182837_090c,-117.9835435,33.72261491
0,20150716_184243_090c,-121.9883154,37.30259669
0,20150716_184243_090c,-121.9945431,37.30264977
0,20150716_184243_090c,-122.0215556,37.27913429
0,20150716_184243_090c,-122.023464,37.306894
0,20150716_184243_090c,-122.0565548,37.25129569
0,20150716_184245_090c,-121.9483325,37.3783131
0,20150716_184245_090c,-121.9581596,37.3709099
0,20150716_184245_090c,-121.9587188,37.37702595
0,20150716_184245_090c,-121.9748403,37.38998395
0,20150716_184245_090c,-121.9881401,37.40902675
0,20150716_184245_090c,-122.01215,37.3875975
0,20150716_184245_090c,-122.0374527,37.39648617
0,20150716_184245_090c,-122.0656372,37.41399113
0,20150716_184245_090c,-122.0698882,37.37724952
0,20150716_184245_090c,-122.0801845,37.36651379
0,20150716_184250_090c,-122.0470892,37.71566058
0,20150716_184250_090c,-122.051902,37.77331936
0,20150716_184250_090c,-122.0529783,37.70491943
0,20150716_184250_090c,-122.1354682,37.72585961
0,20150716_184250_090c,-122.1383661,37.74605203
0,20150716_184250_090c,-122.1722377,37.71022445
0,20150718_184258_090b,-122.3190778,37.61587584
0,20150718_184258_090b,-122.3334426,37.64789201
0,20150718_184258_090b,-122.3428418,37.58072326
0,20150718_184258_090b,-122.3444427,37.58027248
0,20150718_184258_090b,-122.3665097,37.59437274
0,20150718_184258_090b,-122.379566,37.62626827
0,20150718_184258_090b,-122.3796377,37.62991905
0,20150718_184258_090b,-122.3816648,37.61094758
0,20150718_184258_090b,-122.3835896,37.5836471
0,20150718_184258_090b,-122.3837081,37.58575685
0,20150718_184258_090b,-122.3899423,37.62123885
0,20150718_184258_090b,-122.4104081,37.62975234
0,20150720_182656_0905,-117.2137973,32.72856052
